,prix,Cheval,Carburant,Boite_a_vitesse,Modele,Kilometrage,Age
4369,87000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,10
4370,104500,6,Diesel,Manuelle,Dokker,85 000 - 89 999,6
4371,113000,6,Diesel,Manuelle,Logan,65 000 - 69 999,6
4372,110000,6,Diesel,Manuelle,Duster,160 000 - 169 999,9
4373,123000,7,Diesel,Manuelle,Dokker,10 000 - 14 999,5
4374,98000,6,Diesel,Manuelle,Logan,130 000 - 139 999,4
4375,63000,6,Diesel,Manuelle,Logan,180 000 - 189 999,14
4376,65000,7,Diesel,Manuelle,Logan,5 000 - 9 999,14
4377,98000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
4378,66000,6,Diesel,Manuelle,Logan,190 000 - 199 999,11
4379,110000,6,Diesel,Manuelle,Duster,160 000 - 169 999,9
4380,115000,5,Diesel,Manuelle,Dokker,45 000 - 49 999,6
4381,37000,6,Diesel,Manuelle,Logan,5 000 - 9 999,11
4382,110400,6,Diesel,Manuelle,Duster,150 000 - 159 999,9
4383,110000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,7
4384,115000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,3
4385,65000,6,Diesel,Manuelle,Logan,190 000 - 199 999,11
4386,93000,6,Diesel,Manuelle,Logan,95 000 - 99 999,6
4387,97000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,8
4388,138000,6,Diesel,Manuelle,Duster,80 000 - 84 999,6
4389,60000,6,Diesel,Manuelle,Logan,190 000 - 199 999,15
4390,50000,8,Essence,Manuelle,Logan,190 000 - 199 999,14
4391,160000,6,Diesel,Automatique,Duster,130 000 - 139 999,4
4392,103000,6,Diesel,Manuelle,Logan,50 000 - 54 999,7
4393,86000,7,Diesel,Manuelle,Logan,85 000 - 89 999,7
4394,122000,6,Diesel,Manuelle,Duster,160 000 - 169 999,7
4395,110000,6,Diesel,Manuelle,Logan,15 000 - 19 999,4
4396,128000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
4397,112000,6,Diesel,Manuelle,Logan,50 000 - 54 999,3
4398,91000,6,Diesel,Manuelle,Duster,150 000 - 159 999,12
4399,118000,6,Diesel,Manuelle,Logan,80 000 - 84 999,4
4400,45000,8,Essence,Manuelle,Logan,200 000 - 249 999,14
4401,178000,6,Diesel,Automatique,Duster,60 000 - 64 999,4
4402,54000,6,Diesel,Manuelle,Logan,250 000 - 299 999,11
4403,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
4404,105000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,6
4405,150000,6,Diesel,Manuelle,Duster,90 000 - 94 999,5
4406,89000,8,Essence,Manuelle,Duster,70 000 - 74 999,9
4407,95000,6,Diesel,Manuelle,Duster,140 000 - 149 999,11
4408,110000,6,Diesel,Manuelle,Logan,70 000 - 74 999,5
4409,61000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
4410,122000,6,Diesel,Manuelle,Logan,40 000 - 44 999,3
4411,53000,8,Essence,Manuelle,Logan,170 000 - 179 999,13
4412,135000,6,Diesel,Manuelle,Duster,110 000 - 119 999,6
4413,114000,6,Diesel,Manuelle,Logan,55 000 - 59 999,5
4414,60000,7,Diesel,Manuelle,Logan,130 000 - 139 999,11
4415,60000,7,Diesel,Manuelle,Logan,130 000 - 139 999,11
4416,58000,7,Essence,Manuelle,Logan,45 000 - 49 999,13
4417,159000,6,Diesel,Automatique,Duster,150 000 - 159 999,4
4418,73000,6,Diesel,Automatique,Logan,95 000 - 99 999,7
4419,88000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
4420,98500,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
4421,146000,6,Diesel,Manuelle,Duster,100 000 - 109 999,4
4422,188000,6,Diesel,Manuelle,Duster,55 000 - 59 999,2
4423,138000,4,Diesel,Manuelle,Dokker,0 - 4 999,4
4424,97000,6,Diesel,Manuelle,Duster,200 000 - 249 999,11
4425,83000,6,Diesel,Manuelle,Logan,10 000 - 14 999,10
4426,57000,8,Essence,Manuelle,Logan,180 000 - 189 999,13
4427,77000,8,Diesel,Manuelle,Logan,450 000 - 499 999,9
4428,100000,6,Diesel,Manuelle,Logan,80 000 - 84 999,5
4429,88000,6,Diesel,Automatique,Logan,140 000 - 149 999,6
4430,132000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,5
4431,150000,6,Essence,Manuelle,Logan,0 - 4 999,1
4432,58000,7,Diesel,Manuelle,Logan,20 000 - 24 999,16
4433,58000,7,Diesel,Manuelle,Logan,20 000 - 24 999,16
4434,49000,7,Essence,Manuelle,Logan,0 - 4 999,16
4435,107000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,6
4436,60000,6,Diesel,Manuelle,Logan,35 000 - 39 999,12
4437,125000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,2
4438,98000,7,Diesel,Manuelle,Duster,160 000 - 169 999,12
4439,190000,6,Diesel,Automatique,Duster,60 000 - 64 999,4
4440,10200,6,Diesel,Automatique,Dokker,120 000 - 129 999,6
4441,140000,6,Essence,Automatique,Logan,5 000 - 9 999,1
4442,79000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
4443,69000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,9
4444,99000,6,Diesel,Manuelle,Duster,5 000 - 9 999,12
4445,65000,7,Essence,Manuelle,Logan,70 000 - 74 999,8
4446,100000,6,Diesel,Manuelle,Logan,70 000 - 74 999,5
4447,100000,6,Diesel,Manuelle,Duster,200 000 - 249 999,10
4448,24000,4,Diesel,Automatique,Duster,5 000 - 9 999,1
4449,148000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,4
4450,145000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,4
4451,100000,6,Diesel,Manuelle,Dokker,0 - 4 999,6
4452,110000,6,Diesel,Manuelle,Logan,Plus de 500 000,3
4453,56000,6,Essence,Manuelle,Logan,250 000 - 299 999,13
4454,55000,8,Essence,Manuelle,Logan,170 000 - 179 999,15
4455,149000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,3
4456,135000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,5
4457,40000,8,Essence,Manuelle,Logan,250 000 - 299 999,16
4458,117000,6,Diesel,Manuelle,Duster,110 000 - 119 999,7
4459,74000,7,Diesel,Manuelle,Logan,0 - 4 999,7
4460,11500,6,Essence,Manuelle,Logan,60 000 - 64 999,4
4461,140000,6,Diesel,Manuelle,Duster,100 000 - 109 999,5
4462,82000,6,Diesel,Manuelle,Duster,200 000 - 249 999,13
4463,61000,7,Essence,Manuelle,Logan,75 000 - 79 999,7
4464,50200,8,Essence,Manuelle,Logan,140 000 - 149 999,17
4465,50200,8,Essence,Manuelle,Logan,140 000 - 149 999,17
4466,85000,6,Diesel,Manuelle,Logan,130 000 - 139 999,8
4467,36000,8,Essence,Manuelle,Logan,60 000 - 64 999,11
4468,145000,6,Diesel,Automatique,Duster,60 000 - 64 999,5
4469,85000,6,Diesel,Manuelle,Logan,100 000 - 109 999,8
4470,830000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,11
4471,83000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,11
4472,104000,7,Diesel,Manuelle,Logan,40 000 - 44 999,4
4473,190000,6,Diesel,Automatique,Duster,60 000 - 64 999,4
4474,56000,6,Diesel,Manuelle,Logan,150 000 - 159 999,17
4475,110000,6,Diesel,Manuelle,Duster,150 000 - 159 999,10
4476,115000,7,Diesel,Manuelle,Duster,10 000 - 14 999,9
4477,122000,6,Diesel,Manuelle,Duster,130 000 - 139 999,6
4478,119000,7,Diesel,Manuelle,Duster,120 000 - 129 999,8
4479,97000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
4480,108000,6,Diesel,Manuelle,Logan,40 000 - 44 999,4
4481,47000,8,Essence,Manuelle,Logan,130 000 - 139 999,15
4482,57000,6,Diesel,Manuelle,Logan,150 000 - 159 999,12
4483,108000,6,Diesel,Manuelle,Logan,40 000 - 44 999,4
4484,92000,6,Diesel,Automatique,Dokker,5 000 - 9 999,10
4485,140000,6,Diesel,Manuelle,Duster,0 - 4 999,5
4486,55000,6,Diesel,Manuelle,Logan,160 000 - 169 999,10
4487,79000,6,Diesel,Manuelle,Logan,130 000 - 139 999,8
4488,100000,7,Essence,Manuelle,Logan,30 000 - 34 999,4
4489,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
4490,105000,7,Diesel,Manuelle,Dokker,190 000 - 199 999,6
4491,46000,8,Essence,Manuelle,Logan,120 000 - 129 999,15
4492,150000,6,Diesel,Manuelle,Duster,5 000 - 9 999,5
4493,47000,6,Essence,Manuelle,Logan,30 000 - 34 999,17
4494,47000,7,Essence,Manuelle,Logan,140 000 - 149 999,18
4495,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
4496,58000,4,Essence,Manuelle,Logan,5 000 - 9 999,10
4497,120000,6,Diesel,Manuelle,Duster,140 000 - 149 999,10
4498,60000,6,Diesel,Manuelle,Logan,150 000 - 159 999,7
4499,118000,6,Diesel,Manuelle,Logan,80 000 - 84 999,4
4500,120000,6,Diesel,Manuelle,Duster,130 000 - 139 999,6
4501,95000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
4502,118000,7,Diesel,Manuelle,Dokker,80 000 - 84 999,3
4503,95000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
4504,50000,6,Diesel,Manuelle,Logan,Plus de 500 000,12
4505,68000,6,Diesel,Manuelle,Logan,150 000 - 159 999,10
4506,115000,6,Diesel,Manuelle,Logan,30 000 - 34 999,23
4507,58000,6,Diesel,Manuelle,Logan,250 000 - 299 999,14
4508,55000,6,Diesel,Manuelle,Logan,140 000 - 149 999,13
4509,55000,6,Diesel,Manuelle,Logan,140 000 - 149 999,13
4510,122000,7,Diesel,Manuelle,Duster,150 000 - 159 999,7
4511,63000,7,Diesel,Manuelle,Logan,150 000 - 159 999,11
4512,82000,6,Diesel,Manuelle,Logan,180 000 - 189 999,7
4513,117000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,5
4514,108000,6,Diesel,Manuelle,Logan,10 000 - 14 999,6
4515,62000,7,Diesel,Manuelle,Logan,200 000 - 249 999,15
4516,58000,7,Essence,Manuelle,Logan,0 - 4 999,14
4517,85000,6,Diesel,Manuelle,Duster,180 000 - 189 999,11
4518,113000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,5
4519,59000,7,Essence,Manuelle,Logan,200 000 - 249 999,6
4520,78000,7,Diesel,Manuelle,Logan,130 000 - 139 999,8
4521,89000,6,Diesel,Manuelle,Logan,140 000 - 149 999,6
4522,107000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,7
4523,47000,8,Essence,Manuelle,Logan,160 000 - 169 999,16
4524,89000,7,Diesel,Manuelle,Logan,75 000 - 79 999,9
4525,121000,7,Diesel,Manuelle,Dokker,120 000 - 129 999,7
4526,60000,6,Diesel,Manuelle,Logan,0 - 4 999,13
4527,86000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,7
4528,57000,6,Diesel,Manuelle,Logan,5 000 - 9 999,15
4529,95000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
4530,88000,6,Diesel,Manuelle,Logan,180 000 - 189 999,17
4531,68000,7,Diesel,Manuelle,Logan,170 000 - 179 999,10
4532,42000,8,Essence,Manuelle,Logan,200 000 - 249 999,17
4533,84000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,6
4534,163000,6,Diesel,Automatique,Duster,150 000 - 159 999,4
4535,58000,7,Diesel,Manuelle,Logan,200 000 - 249 999,16
4536,45000,7,Diesel,Manuelle,Logan,5 000 - 9 999,14
4537,100000,7,Diesel,Manuelle,Dokker,130 000 - 139 999,10
4538,135000,6,Diesel,Manuelle,Duster,120 000 - 129 999,6
4539,83000,6,Diesel,Manuelle,Logan,120 000 - 129 999,9
4540,45000,8,Essence,Manuelle,Logan,190 000 - 199 999,16
4541,65000,6,Diesel,Manuelle,Logan,170 000 - 179 999,11
4542,85000,6,Diesel,Manuelle,Duster,0 - 4 999,10
4543,46000,8,Essence,Manuelle,Logan,5 000 - 9 999,13
4544,100000,6,Diesel,Manuelle,Duster,100 000 - 109 999,10
4545,100000,6,Diesel,Manuelle,Duster,170 000 - 179 999,12
4546,100000,6,Diesel,Manuelle,Duster,100 000 - 109 999,10
4547,117000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,5
4548,90000,6,Diesel,Manuelle,Logan,55 000 - 59 999,9
4549,129000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,2
4550,114000,6,Diesel,Manuelle,Duster,120 000 - 129 999,9
4551,67000,6,Diesel,Manuelle,Logan,170 000 - 179 999,10
4552,122000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,3
4553,56000,6,Diesel,Manuelle,Logan,0 - 4 999,17
4554,42000,8,Essence,Manuelle,Logan,200 000 - 249 999,14
4555,72000,6,Diesel,Manuelle,Logan,190 000 - 199 999,10
4556,95000,6,Diesel,Manuelle,Logan,90 000 - 94 999,5
4557,70000,6,Diesel,Manuelle,Logan,250 000 - 299 999,11
4558,94000,6,Diesel,Manuelle,Logan,10 000 - 14 999,4
4559,43000,7,Diesel,Manuelle,Logan,30 000 - 34 999,16
4560,150000,7,Diesel,Manuelle,Logan,95 000 - 99 999,1
4561,97000,6,Diesel,Manuelle,Duster,70 000 - 74 999,10
4562,115000,6,Diesel,Manuelle,Logan,60 000 - 64 999,4
4563,88000,5,Diesel,Automatique,Logan,180 000 - 189 999,7
4564,97000,6,Diesel,Manuelle,Duster,130 000 - 139 999,12
4565,124000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,4
4566,112000,6,Diesel,Manuelle,Logan,65 000 - 69 999,6
4567,59000,7,Diesel,Manuelle,Logan,180 000 - 189 999,11
4568,51000,6,Essence,Manuelle,Logan,130 000 - 139 999,15
4569,90000,6,Diesel,Manuelle,Logan,110 000 - 119 999,7
4570,108000,6,Diesel,Manuelle,Logan,45 000 - 49 999,4
4571,102000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,7
4572,103000,6,Diesel,Manuelle,Logan,110 000 - 119 999,6
4573,33000,5,Diesel,Manuelle,Logan,0 - 4 999,12
4574,67000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
4575,132000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,2
4576,100000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
4577,56000,7,Diesel,Manuelle,Logan,15 000 - 19 999,12
4578,45000,8,Essence,Manuelle,Logan,180 000 - 189 999,15
4579,114000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
4580,90000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
4581,118000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,5
4582,55000,6,Diesel,Manuelle,Logan,100 000 - 109 999,16
4583,85000,6,Diesel,Manuelle,Logan,130 000 - 139 999,8
4584,97000,6,Diesel,Manuelle,Logan,140 000 - 149 999,6
4585,140000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,4
4586,165000,6,Diesel,Manuelle,Duster,90 000 - 94 999,4
4587,97000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,6
4588,60000,7,Diesel,Manuelle,Logan,250 000 - 299 999,17
4589,110000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
4590,48000,6,Essence,Manuelle,Dokker,20 000 - 24 999,15
4591,117000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
4592,115000,6,Diesel,Manuelle,Duster,35 000 - 39 999,11
4593,48500,6,Essence,Manuelle,Dokker,170 000 - 179 999,15
4594,46000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
4595,45000,8,Essence,Manuelle,Logan,250 000 - 299 999,17
4596,72000,6,Diesel,Manuelle,Logan,15 000 - 19 999,8
4597,75000,6,Diesel,Manuelle,Logan,180 000 - 189 999,9
4598,110000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
4599,115000,6,Diesel,Manuelle,Duster,30 000 - 34 999,11
4600,49000,8,Essence,Manuelle,Logan,160 000 - 169 999,15
4601,105000,6,Diesel,Manuelle,Duster,140 000 - 149 999,11
4602,118000,6,Diesel,Manuelle,Logan,75 000 - 79 999,5
4603,66000,6,Diesel,Manuelle,Logan,0 - 4 999,13
4604,78000,6,Essence,Manuelle,Logan,100 000 - 109 999,6
4605,90000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,7
4606,68000,9,Diesel,Manuelle,Logan,200 000 - 249 999,14
4607,115000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
4608,58000,6,Diesel,Manuelle,Logan,30 000 - 34 999,15
4609,60000,7,Diesel,Manuelle,Logan,190 000 - 199 999,16
4610,189000,6,Diesel,Manuelle,Logan,10 000 - 14 999,4
4611,95000,6,Diesel,Manuelle,Duster,160 000 - 169 999,13
4612,105000,6,Diesel,Manuelle,Logan,85 000 - 89 999,5
4613,45000,6,Diesel,Manuelle,Logan,15 000 - 19 999,16
4614,85000,6,Diesel,Manuelle,Dokker,0 - 4 999,6
4615,123000,7,Diesel,Manuelle,Duster,120 000 - 129 999,8
4616,97000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,7
4617,65000,6,Diesel,Manuelle,Logan,160 000 - 169 999,13
4618,97000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,8
4619,46000,6,Diesel,Manuelle,Logan,350 000 - 399 999,12
4620,115000,4,Diesel,Manuelle,Dokker,200 000 - 249 999,6
4621,110000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,7
4622,62000,6,Diesel,Manuelle,Logan,180 000 - 189 999,12
4623,65000,7,Diesel,Manuelle,Logan,120 000 - 129 999,13
4624,88000,6,Diesel,Manuelle,Logan,170 000 - 179 999,7
4625,78000,6,Essence,Manuelle,Logan,80 000 - 84 999,6
4626,58000,6,Diesel,Manuelle,Logan,20 000 - 24 999,17
4627,105000,6,Diesel,Manuelle,Logan,110 000 - 119 999,6
4628,128000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,5
4629,180000,6,Diesel,Automatique,Duster,400 000 - 449 999,4
4630,128000,6,Diesel,Automatique,Dokker,70 000 - 74 999,5
4631,53000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
4632,89000,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
4633,107000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,5
4634,77000,6,Diesel,Manuelle,Logan,150 000 - 159 999,9
4635,112000,6,Diesel,Manuelle,Logan,70 000 - 74 999,2
4636,53000,7,Diesel,Manuelle,Logan,250 000 - 299 999,17
4637,95000,5,Diesel,Manuelle,Logan,95 000 - 99 999,5
4638,140000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,2
4639,90000,6,Diesel,Manuelle,Duster,110 000 - 119 999,13
4640,64000,6,Diesel,Manuelle,Logan,130 000 - 139 999,13
4641,102000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,6
4642,65000,6,Diesel,Manuelle,Logan,10 000 - 14 999,12
4643,136000,6,Diesel,Manuelle,Logan,5 000 - 9 999,1
4644,45000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
4645,118000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
4646,124500,6,Diesel,Manuelle,Dokker,40 000 - 44 999,4
4647,88000,6,Diesel,Manuelle,Logan,65 000 - 69 999,8
