,prix,Cheval,Carburant,Boite_a_vitesse,Modele,Kilometrage,Age
1294,120000,6,Diesel,Manuelle,Logan,70 000 - 74 999,2
1295,38000,8,Essence,Manuelle,Logan,250 000 - 299 999,18
1296,120500,6,Diesel,Manuelle,Duster,100 000 - 109 999,11
1297,90000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,10
1298,119000,6,Diesel,Manuelle,Duster,100 000 - 109 999,7
1299,108000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
1300,65000,6,Diesel,Manuelle,Logan,25 000 - 29 999,15
1301,130000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
1302,98000,6,Diesel,Manuelle,Duster,160 000 - 169 999,10
1303,105000,6,Diesel,Manuelle,Logan,95 000 - 99 999,6
1304,178000,6,Diesel,Automatique,Duster,70 000 - 74 999,4
1305,60000,6,Diesel,Manuelle,Logan,80 000 - 84 999,14
1306,95000,6,Diesel,Manuelle,Logan,120 000 - 129 999,7
1307,170000,6,Diesel,Manuelle,Duster,40 000 - 44 999,4
1308,48000,7,Diesel,Manuelle,Logan,250 000 - 299 999,17
1309,87000,6,Diesel,Manuelle,Logan,110 000 - 119 999,7
1310,109000,6,Diesel,Manuelle,Duster,150 000 - 159 999,11
1311,105000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,4
1312,93000,7,Diesel,Manuelle,Logan,130 000 - 139 999,8
1313,60000,7,Diesel,Manuelle,Logan,0 - 4 999,17
1314,69000,7,Diesel,Manuelle,Logan,180 000 - 189 999,13
1315,100000,7,Diesel,Manuelle,Dokker,120 000 - 129 999,8
1316,105000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
1317,105000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
1318,69000,7,Diesel,Manuelle,Logan,180 000 - 189 999,13
1319,102000,6,Diesel,Manuelle,Duster,170 000 - 179 999,9
1320,155000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,4
1321,228000,6,Diesel,Automatique,Duster,20 000 - 24 999,1
1322,62000,6,Diesel,Manuelle,Logan,250 000 - 299 999,12
1323,104000,6,Diesel,Manuelle,Logan,60 000 - 64 999,5
1324,99000,6,Diesel,Manuelle,Duster,130 000 - 139 999,12
1325,120000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
1326,10500,6,Diesel,Manuelle,Dokker,120 000 - 129 999,8
1327,50000,6,Diesel,Manuelle,Logan,35 000 - 39 999,15
1328,42000,6,Diesel,Manuelle,Logan,250 000 - 299 999,16
1329,103000,6,Diesel,Manuelle,Duster,0 - 4 999,11
1330,93000,6,Diesel,Manuelle,Logan,85 000 - 89 999,5
1331,60000,6,Diesel,Manuelle,Logan,350 000 - 399 999,14
1332,56000,6,Diesel,Manuelle,Logan,130 000 - 139 999,16
1333,61000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1334,73000,6,Diesel,Manuelle,Dokker,250 000 - 299 999,9
1335,160000,8,Diesel,Manuelle,Duster,170 000 - 179 999,5
1336,149000,6,Diesel,Manuelle,Logan,10 000 - 14 999,1
1337,79000,6,Diesel,Automatique,Logan,95 000 - 99 999,7
1338,100000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,8
1339,94000,6,Diesel,Manuelle,Dokker,55 000 - 59 999,3
1340,48000,6,Diesel,Manuelle,Logan,190 000 - 199 999,15
1341,125000,6,Diesel,Manuelle,Logan,30 000 - 34 999,3
1342,60000,6,Diesel,Manuelle,Logan,180 000 - 189 999,11
1343,135000,6,Diesel,Automatique,Duster,150 000 - 159 999,6
1344,97000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
1345,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
1346,85000,6,Diesel,Manuelle,Logan,150 000 - 159 999,12
1347,118000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,6
1348,105000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
1349,124000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,5
1350,70000,6,Diesel,Manuelle,Logan,140 000 - 149 999,10
1351,67000,6,Diesel,Manuelle,Logan,120 000 - 129 999,10
1352,178000,6,Diesel,Automatique,Duster,45 000 - 49 999,4
1353,54000,8,Essence,Manuelle,Logan,140 000 - 149 999,11
1354,80000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,9
1355,95000,6,Diesel,Manuelle,Dokker,0 - 4 999,4
1356,63000,6,Diesel,Manuelle,Logan,160 000 - 169 999,13
1357,60000,6,Diesel,Manuelle,Logan,120 000 - 129 999,12
1358,108000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
1359,129000,6,Diesel,Manuelle,Duster,0 - 4 999,6
1360,63000,6,Diesel,Manuelle,Logan,180 000 - 189 999,11
1361,85000,6,Diesel,Manuelle,Logan,200 000 - 249 999,9
1362,120000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,4
1363,90000,6,Diesel,Manuelle,Duster,90 000 - 94 999,13
1364,98000,6,Diesel,Manuelle,Duster,200 000 - 249 999,11
1365,75000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
1366,69000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1367,134000,6,Essence,Automatique,Logan,5 000 - 9 999,1
1368,230000,8,Diesel,Manuelle,Duster,20 000 - 24 999,1
1369,78000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1370,69000,7,Essence,Manuelle,Logan,160 000 - 169 999,7
1371,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
1372,130000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
1373,93000,6,Diesel,Manuelle,Duster,200 000 - 249 999,10
1374,67000,6,Diesel,Manuelle,Logan,170 000 - 179 999,10
1375,45000,8,Essence,Manuelle,Logan,160 000 - 169 999,17
1376,48000,8,Essence,Manuelle,Logan,190 000 - 199 999,17
1377,113000,6,Diesel,Manuelle,Logan,80 000 - 84 999,3
1378,165000,6,Diesel,Automatique,Duster,90 000 - 94 999,4
1379,50000,6,Diesel,Manuelle,Logan,35 000 - 39 999,15
1380,55000,6,Diesel,Manuelle,Logan,350 000 - 399 999,17
1381,155000,6,Diesel,Manuelle,Duster,80 000 - 84 999,3
1382,170000,6,Diesel,Manuelle,Duster,5 000 - 9 999,3
1383,95000,7,Diesel,Manuelle,Dokker,15 000 - 19 999,6
1384,120000,8,Diesel,Manuelle,Duster,10 000 - 14 999,7
1385,49000,8,Essence,Manuelle,Logan,180 000 - 189 999,16
1386,72000,6,Diesel,Manuelle,Logan,80 000 - 84 999,9
1387,118000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
1388,50000,6,Diesel,Manuelle,Logan,0 - 4 999,17
1389,124000,6,Diesel,Manuelle,Logan,40 000 - 44 999,2
1390,127000,7,Diesel,Manuelle,Dokker,0 - 4 999,2
1391,75000,6,Diesel,Manuelle,Logan,5 000 - 9 999,4
1392,105000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
1393,87000,6,Diesel,Manuelle,Dokker,250 000 - 299 999,9
1394,90000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,8
1395,66000,6,Diesel,Manuelle,Logan,150 000 - 159 999,14
1396,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1397,105000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
1398,83000,7,Essence,Manuelle,Logan,80 000 - 84 999,5
1399,45000,8,Essence,Manuelle,Logan,160 000 - 169 999,17
1400,102000,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
1401,122000,6,Diesel,Manuelle,Duster,90 000 - 94 999,7
1402,116000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
1403,40000,8,Essence,Manuelle,Logan,25 000 - 29 999,18
1404,90000,6,Diesel,Manuelle,Dokker,0 - 4 999,7
1405,82000,6,Essence,Manuelle,Logan,120 000 - 129 999,5
1406,55000,8,Essence,Manuelle,Logan,5 000 - 9 999,12
1407,90000,6,Diesel,Manuelle,Dokker,Plus de 500 000,7
1408,35000,4,Essence,Manuelle,Logan,200 000 - 249 999,17
1409,55000,7,Diesel,Manuelle,Logan,200 000 - 249 999,17
1410,97000,6,Diesel,Manuelle,Logan,130 000 - 139 999,4
1411,106000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,6
1412,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1413,45000,6,Diesel,Manuelle,Logan,95 000 - 99 999,17
1414,115000,6,Diesel,Manuelle,Logan,75 000 - 79 999,3
1415,55000,8,Essence,Manuelle,Logan,95 000 - 99 999,14
1416,120000,6,Diesel,Manuelle,Duster,100 000 - 109 999,8
1417,96000,6,Diesel,Manuelle,Logan,40 000 - 44 999,5
1418,140000,6,Diesel,Manuelle,Duster,70 000 - 74 999,4
1419,67000,6,Diesel,Manuelle,Logan,150 000 - 159 999,14
1420,85000,6,Diesel,Manuelle,Logan,150 000 - 159 999,8
1421,85000,5,Diesel,Manuelle,Logan,250 000 - 299 999,9
1422,80000,7,Essence,Manuelle,Logan,130 000 - 139 999,4
1423,39000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
1424,91000,6,Diesel,Manuelle,Logan,130 000 - 139 999,7
1425,83000,6,Diesel,Manuelle,Logan,80 000 - 84 999,8
1426,129000,6,Diesel,Manuelle,Duster,120 000 - 129 999,6
1427,70000,6,Diesel,Manuelle,Logan,5 000 - 9 999,7
1428,105000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
1429,115000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
1430,49000,6,Diesel,Manuelle,Logan,300 000 - 349 999,16
1431,115000,6,Diesel,Manuelle,Logan,65 000 - 69 999,5
1432,92000,7,Diesel,Manuelle,Logan,5 000 - 9 999,5
1433,95000,6,Diesel,Manuelle,Duster,170 000 - 179 999,10
1434,110000,6,Diesel,Manuelle,Logan,450 000 - 499 999,3
1435,108000,7,Diesel,Manuelle,Dokker,95 000 - 99 999,5
1436,87000,6,Diesel,Manuelle,Logan,170 000 - 179 999,8
1437,90000,7,Diesel,Manuelle,Dokker,140 000 - 149 999,7
1438,95000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,3
1439,61000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1440,42000,8,Essence,Manuelle,Logan,170 000 - 179 999,18
1441,145000,6,Diesel,Manuelle,Duster,190 000 - 199 999,5
1442,149000,6,Diesel,Manuelle,Duster,90 000 - 94 999,4
1443,98000,6,Diesel,Manuelle,Duster,200 000 - 249 999,10
1444,118000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
1445,35000,8,Essence,Manuelle,Logan,200 000 - 249 999,18
1446,95000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
1447,79000,6,Diesel,Manuelle,Dokker,0 - 4 999,6
1448,92000,4,Diesel,Manuelle,Logan,200 000 - 249 999,2
1449,45000,6,Diesel,Manuelle,Logan,55 000 - 59 999,15
1450,154000,6,Diesel,Manuelle,Duster,100 000 - 109 999,5
1451,98000,6,Diesel,Manuelle,Logan,70 000 - 74 999,3
1452,75000,6,Diesel,Manuelle,Logan,190 000 - 199 999,8
1453,72000,6,Diesel,Manuelle,Logan,0 - 4 999,9
1454,85000,6,Diesel,Manuelle,Logan,130 000 - 139 999,9
1455,62000,7,Diesel,Manuelle,Logan,300 000 - 349 999,12
1456,11000,6,Diesel,Manuelle,Logan,95 000 - 99 999,3
1457,70000,7,Diesel,Manuelle,Logan,250 000 - 299 999,8
1458,100000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,6
1459,30000,7,Essence,Manuelle,Logan,35 000 - 39 999,24
1460,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,10
1461,113000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,4
1462,58000,7,Diesel,Manuelle,Logan,200 000 - 249 999,13
1463,40000,8,Essence,Manuelle,Logan,180 000 - 189 999,15
1464,136000,6,Diesel,Manuelle,Duster,75 000 - 79 999,4
1465,65000,7,Diesel,Manuelle,Logan,5 000 - 9 999,14
1466,112000,6,Diesel,Manuelle,Logan,50 000 - 54 999,2
1467,107000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,7
1468,45000,6,Diesel,Manuelle,Logan,55 000 - 59 999,15
1469,80000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
1470,124000,6,Diesel,Manuelle,Duster,80 000 - 84 999,8
1471,65000,7,Diesel,Manuelle,Logan,0 - 4 999,11
1472,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1473,46000,8,Essence,Manuelle,Logan,180 000 - 189 999,12
1474,92000,6,Essence,Manuelle,Dokker,90 000 - 94 999,10
1475,47000,7,Diesel,Manuelle,Logan,0 - 4 999,15
1476,108000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,8
1477,100000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,5
1478,93000,7,Diesel,Manuelle,Logan,0 - 4 999,6
1479,130000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,2
1480,35000,8,Essence,Manuelle,Logan,25 000 - 29 999,17
1481,118000,6,Diesel,Manuelle,Logan,55 000 - 59 999,4
1482,167000,6,Diesel,Manuelle,Duster,55 000 - 59 999,4
1483,49000,6,Diesel,Manuelle,Logan,30 000 - 34 999,16
1484,47000,8,Diesel,Manuelle,Logan,250 000 - 299 999,14
1485,110000,6,Diesel,Manuelle,Logan,20 000 - 24 999,5
1486,112000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,7
1487,114000,7,Diesel,Manuelle,Dokker,85 000 - 89 999,4
1488,88000,5,Diesel,Manuelle,Dokker,250 000 - 299 999,4
1489,75000,6,Diesel,Manuelle,Logan,190 000 - 199 999,8
1490,85000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,9
1491,165000,6,Diesel,Manuelle,Duster,110 000 - 119 999,4
1492,65000,7,Diesel,Manuelle,Logan,200 000 - 249 999,14
1493,67000,6,Diesel,Manuelle,Logan,150 000 - 159 999,14
1494,70000,6,Diesel,Manuelle,Logan,80 000 - 84 999,9
1495,98000,7,Essence,Manuelle,Dokker,0 - 4 999,6
1496,98000,7,Essence,Manuelle,Dokker,0 - 4 999,6
1497,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1498,120000,6,Diesel,Manuelle,Logan,75 000 - 79 999,24
1499,40000,6,Diesel,Manuelle,Logan,5 000 - 9 999,11
1500,50000,8,Essence,Manuelle,Logan,140 000 - 149 999,18
1501,62000,6,Diesel,Manuelle,Logan,250 000 - 299 999,13
1502,46000,6,Essence,Manuelle,Logan,10 000 - 14 999,16
1503,46000,6,Essence,Manuelle,Logan,10 000 - 14 999,16
1504,115000,6,Diesel,Manuelle,Duster,90 000 - 94 999,6
1505,125000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,7
1506,105000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,6
1507,60000,6,Diesel,Manuelle,Logan,250 000 - 299 999,17
1508,73000,6,Diesel,Manuelle,Logan,0 - 4 999,9
1509,100000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
1510,105000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
1511,122000,6,Diesel,Manuelle,Duster,120 000 - 129 999,8
1512,160000,6,Diesel,Manuelle,Dokker,55 000 - 59 999,3
1513,75000,6,Diesel,Manuelle,Logan,160 000 - 169 999,4
1514,104000,6,Diesel,Manuelle,Logan,170 000 - 179 999,6
1515,104000,6,Diesel,Manuelle,Logan,170 000 - 179 999,6
1516,115000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,3
1517,105000,6,Diesel,Manuelle,Logan,110 000 - 119 999,4
1518,72000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1519,45000,6,Essence,Manuelle,Logan,50 000 - 54 999,4
1520,63000,6,Diesel,Manuelle,Logan,25 000 - 29 999,9
1521,53000,8,Essence,Manuelle,Logan,160 000 - 169 999,15
1522,55000,8,Essence,Manuelle,Logan,200 000 - 249 999,11
1523,58000,6,Diesel,Manuelle,Logan,190 000 - 199 999,17
1524,68000,6,Diesel,Manuelle,Logan,200 000 - 249 999,10
1525,39000,8,Essence,Manuelle,Logan,170 000 - 179 999,18
1526,97000,6,Diesel,Manuelle,Logan,110 000 - 119 999,7
1527,135000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
1528,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
1529,143000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,4
1530,123000,6,Diesel,Manuelle,Duster,190 000 - 199 999,6
1531,110000,6,Essence,Manuelle,Duster,95 000 - 99 999,8
1532,120000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,4
1533,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
1534,115000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
1535,74000,6,Diesel,Manuelle,Logan,250 000 - 299 999,8
1536,110000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
1537,127000,6,Diesel,Manuelle,Duster,80 000 - 84 999,5
1538,48000,8,Essence,Manuelle,Logan,0 - 4 999,18
1539,65000,6,Diesel,Manuelle,Logan,160 000 - 169 999,12
1540,54000,6,Diesel,Manuelle,Logan,0 - 4 999,16
1541,120000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
1542,53000,7,Diesel,Manuelle,Logan,190 000 - 199 999,11
1543,88000,6,Diesel,Manuelle,Logan,100 000 - 109 999,2
1544,140000,7,Diesel,Automatique,Duster,85 000 - 89 999,5
1545,85000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
1546,104000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,6
1547,88000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,6
1548,85000,6,Diesel,Manuelle,Logan,200 000 - 249 999,5
1549,120000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,4
1550,112000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,4
1551,107000,6,Diesel,Manuelle,Logan,100 000 - 109 999,7
1552,52000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
1553,130000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,3
1554,95000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
1555,102000,6,Diesel,Manuelle,Duster,100 000 - 109 999,11
1556,112000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,4
1557,106000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
1558,52000,6,Diesel,Manuelle,Logan,400 000 - 449 999,10
1559,63000,6,Diesel,Manuelle,Logan,160 000 - 169 999,14
1560,117000,6,Diesel,Manuelle,Duster,140 000 - 149 999,7
1561,89000,6,Diesel,Manuelle,Logan,50 000 - 54 999,7
1562,137000,6,Diesel,Manuelle,Logan,35 000 - 39 999,1
1563,162000,6,Diesel,Manuelle,Logan,5 000 - 9 999,1
1564,130000,7,Diesel,Manuelle,Duster,10 000 - 14 999,6
1565,120000,6,Diesel,Manuelle,Logan,50 000 - 54 999,4
1566,48000,8,Essence,Manuelle,Logan,15 000 - 19 999,14
1567,33000,7,Diesel,Manuelle,Logan,20 000 - 24 999,14
1568,53000,6,Diesel,Manuelle,Logan,0 - 4 999,16
1569,98000,6,Diesel,Manuelle,Logan,95 000 - 99 999,3
1570,62000,6,Diesel,Manuelle,Logan,250 000 - 299 999,14
1571,105000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
1572,70000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
1573,70000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
1574,73000,6,Diesel,Manuelle,Logan,120 000 - 129 999,7
1575,49000,6,Diesel,Manuelle,Logan,30 000 - 34 999,16
1576,95000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,7
1577,110000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
1578,85000,8,Diesel,Manuelle,Logan,160 000 - 169 999,9
1579,84000,6,Diesel,Manuelle,Logan,190 000 - 199 999,7
1580,105000,6,Diesel,Manuelle,Logan,90 000 - 94 999,5
1581,115000,6,Diesel,Manuelle,Duster,60 000 - 64 999,8
1582,90000,6,Diesel,Manuelle,Logan,140 000 - 149 999,6
1583,105000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,5
1584,88000,6,Diesel,Manuelle,Logan,95 000 - 99 999,7
1585,91000,6,Diesel,Manuelle,Logan,80 000 - 84 999,5
1586,90000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
1587,165000,7,Diesel,Manuelle,Duster,120 000 - 129 999,2
1588,102000,7,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1589,77000,6,Diesel,Manuelle,Logan,160 000 - 169 999,8
1590,148000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
1591,161000,6,Diesel,Automatique,Duster,35 000 - 39 999,3
1592,95000,6,Diesel,Automatique,Dokker,130 000 - 139 999,9
1593,59000,6,Diesel,Manuelle,Logan,170 000 - 179 999,15
1594,98000,6,Diesel,Manuelle,Dokker,0 - 4 999,6
1595,93000,6,Diesel,Manuelle,Duster,250 000 - 299 999,12
1596,49000,8,Essence,Manuelle,Logan,140 000 - 149 999,11
1597,66000,7,Essence,Manuelle,Logan,5 000 - 9 999,9
1598,97000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,7
1599,97000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,7
1600,66000,6,Diesel,Manuelle,Logan,20 000 - 24 999,11
1601,63000,7,Diesel,Manuelle,Logan,130 000 - 139 999,9
1602,64000,6,Diesel,Manuelle,Logan,85 000 - 89 999,11
1603,155000,6,Diesel,Automatique,Duster,150 000 - 159 999,5
1604,105000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
1605,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
1606,127000,6,Diesel,Manuelle,Duster,100 000 - 109 999,5
1607,50000,8,Essence,Manuelle,Logan,15 000 - 19 999,14
1608,86000,6,Diesel,Manuelle,Logan,180 000 - 189 999,9
1609,90000,6,Diesel,Manuelle,Dokker,250 000 - 299 999,9
1610,120000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
1611,45000,6,Diesel,Manuelle,Logan,45 000 - 49 999,15
1612,62000,6,Diesel,Manuelle,Logan,140 000 - 149 999,13
1613,38000,6,Diesel,Manuelle,Logan,Plus de 500 000,15
1614,43000,8,Essence,Manuelle,Logan,130 000 - 139 999,15
1615,140000,6,Diesel,Manuelle,Duster,80 000 - 84 999,6
1616,34000,8,Essence,Manuelle,Logan,20 000 - 24 999,16
1617,120000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,4
1618,98000,6,Diesel,Manuelle,Logan,90 000 - 94 999,5
1619,63000,6,Diesel,Manuelle,Logan,190 000 - 199 999,13
1620,61000,7,Diesel,Manuelle,Logan,20 000 - 24 999,14
1621,125000,6,Diesel,Manuelle,Duster,110 000 - 119 999,10
1622,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1623,130000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,4
1624,65000,6,Diesel,Manuelle,Logan,140 000 - 149 999,13
1625,102000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,7
1626,65000,6,Diesel,Manuelle,Logan,140 000 - 149 999,13
1627,58000,7,Diesel,Manuelle,Logan,20 000 - 24 999,13
1628,105000,5,Diesel,Manuelle,Logan,100 000 - 109 999,5
1629,86000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
1630,56000,6,Diesel,Manuelle,Logan,80 000 - 84 999,17
1631,52000,7,Diesel,Manuelle,Logan,150 000 - 159 999,14
1632,90000,7,Diesel,Manuelle,Logan,50 000 - 54 999,7
1633,65000,6,Diesel,Manuelle,Logan,140 000 - 149 999,10
1634,88000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,10
1635,88000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,6
1636,95000,6,Diesel,Manuelle,Logan,150 000 - 159 999,5
1637,120000,8,Diesel,Manuelle,Duster,190 000 - 199 999,7
1638,89000,6,Diesel,Manuelle,Logan,140 000 - 149 999,4
1639,42000,8,Essence,Manuelle,Logan,35 000 - 39 999,14
1640,55000,8,Essence,Automatique,Logan,0 - 4 999,15
1641,57000,6,Diesel,Manuelle,Logan,190 000 - 199 999,16
1642,75000,6,Diesel,Manuelle,Logan,10 000 - 14 999,4
1643,123000,6,Diesel,Manuelle,Duster,130 000 - 139 999,11
1644,180000,6,Diesel,Manuelle,Dokker,40 000 - 44 999,2
1645,105000,6,Diesel,Manuelle,Logan,60 000 - 64 999,3
1646,129000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,3
1647,100000,6,Diesel,Manuelle,Duster,100 000 - 109 999,10
1648,95000,6,Diesel,Manuelle,Duster,10 000 - 14 999,11
1649,52000,6,Diesel,Manuelle,Logan,300 000 - 349 999,17
1650,82000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,6
1651,82000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,6
1652,113000,6,Diesel,Manuelle,Logan,10 000 - 14 999,5
1653,88000,6,Diesel,Manuelle,Duster,200 000 - 249 999,12
1654,125000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,4
1655,93000,6,Diesel,Manuelle,Dokker,60 000 - 64 999,4
1656,93000,6,Diesel,Manuelle,Logan,110 000 - 119 999,4
1657,132000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,5
1658,70000,7,Essence,Manuelle,Logan,110 000 - 119 999,9
1659,129000,6,Diesel,Manuelle,Duster,90 000 - 94 999,6
1660,100000,6,Diesel,Manuelle,Duster,200 000 - 249 999,12
1661,60000,8,Essence,Manuelle,Logan,170 000 - 179 999,14
1662,52000,8,Essence,Manuelle,Logan,0 - 4 999,11
1663,163000,6,Diesel,Manuelle,Logan,5 000 - 9 999,1
1664,53000,6,Diesel,Manuelle,Logan,130 000 - 139 999,16
1665,112000,6,Diesel,Manuelle,Logan,55 000 - 59 999,3
1666,107000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,4
1667,58000,6,Diesel,Manuelle,Logan,150 000 - 159 999,15
1668,123000,6,Diesel,Manuelle,Dokker,60 000 - 64 999,2
1669,100000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,9
1670,85000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,9
1671,97000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,7
1672,46000,8,Essence,Manuelle,Logan,180 000 - 189 999,13
1673,65000,4,Essence,Manuelle,Logan,0 - 4 999,17
1674,112000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,4
1675,95000,6,Diesel,Manuelle,Duster,190 000 - 199 999,9
1676,57000,7,Diesel,Manuelle,Logan,200 000 - 249 999,14
1677,57000,6,Diesel,Manuelle,Logan,10 000 - 14 999,12
1678,79000,6,Diesel,Manuelle,Logan,120 000 - 129 999,7
1679,130000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,6
1680,157000,6,Diesel,Manuelle,Logan,15 000 - 19 999,1
1681,70000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
1682,109000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,4
1683,90000,6,Diesel,Manuelle,Logan,170 000 - 179 999,5
1684,68000,6,Diesel,Manuelle,Logan,10 000 - 14 999,11
1685,49000,6,Diesel,Manuelle,Logan,55 000 - 59 999,16
1686,115000,6,Diesel,Manuelle,Duster,130 000 - 139 999,6
1687,92000,6,Diesel,Manuelle,Logan,60 000 - 64 999,3
1688,87000,6,Diesel,Manuelle,Logan,110 000 - 119 999,7
1689,120000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,5
1690,92000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,9
1691,43000,6,Diesel,Manuelle,Logan,10 000 - 14 999,11
1692,113000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,5
